completion_date,company_alias_name,company_alias_id,assigned_by_email,notified_contacts,product_name,product_item_number,task_assigned_date,task_assignees,task_status,days_open,task_id
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),11-29-2022,Company-User-Individual@supersellerllc.com,In Progress,146,4 617
09-28-2022,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),09-28-2022,Company-User-Individual@supersellerllc.com,Completed,0,3 692
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),10-05-2022,Company-User-Individual@supersellerllc.com,Closed,28,3 719
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),07-28-2022,Company-User-Individual@supersellerllc.com,Closed,97,3 249
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),10-11-2022,Company-User-Individual@supersellerllc.com,Closed,23,4 417
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),01-24-2023,Company-User-Individual@supersellerllc.com,Not Started,160,4 580
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),11-15-2022,Company-User-Individual@supersellerllc.com,Not Started,160,4 576
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),11-15-2022,Company-User-Individual@supersellerllc.com,Not Started,160,4 579
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT GRY S SCRUB TOP 3PK,1487870,12-14-2021,General Management,Waiting for Connection...,496,1 095
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT GRY XXL SCRUB TOP 3PK,1487874,12-14-2021,General Management,Waiting for Connection...,496,1 099
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLU XL SCRUB TOP 3PK,1487884,12-14-2021,General Management,Waiting for Connection...,496,1 080
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT DK BLU L SCRUB TOP 3PK,1487877,12-14-2021,General Management,Waiting for Connection...,496,1 084
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT DKBLU XL SCRUB TOP 3PK,1487879,12-14-2021,General Management,Waiting for Connection...,496,1 088
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT GRY L SCRUB TOP 3PK,1487872,12-14-2021,General Management,Waiting for Connection...,496,1 092
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT GRY XL SCRUB PANT 2PK,1487849,12-14-2021,General Management,Waiting for Connection...,496,1 096
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@test81.com,(blank),(blank),06-17-2022,user@test81.com,In Progress,311,3 006
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@test81.com,(blank),(blank),06-17-2022,user@test81.com,Not Started,311,3 010
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@test81.com,(blank),(blank),06-17-2022,user@test81.com,In Progress,311,3 002
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@test81.com,(blank),(blank),06-17-2022,user@test81.com,Not Started,311,3 003
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@test81.com,(blank),(blank),06-17-2022,user@test81.com,Not Started,311,3 007
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,(blank),(blank),02-24-2021,user@costcodemo2.com,Closed,356,400
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,(blank),(blank),02-24-2021,user@costcodemo2.com,Closed,594,396
06-08-2021,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,(blank),(blank),05-27-2021,user@costcodemo2.com,Completed,12,573
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,(blank),(blank),04-03-2021,user@costcodemo2.com,Not Started,751,468
11-03-2021,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,CAT Junior Crew Fix-It Phillip Construction Truck,218877,11-03-2021,user@costcodemo2.com,Completed,0,908
11-03-2021,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,CAT Junior Crew Fix-It Phillip Construction Truck,8877,11-03-2021,user@costcodemo2.com,Completed,0,909
11-03-2021,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,CAT Junior Crew Fix-It Phillip Construction Truck,6418877,11-03-2021,user@costcodemo2.com,Completed,0,906
11-03-2021,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,CAT Junior Crew Fix-It Phillip Construction Truck,418877,11-03-2021,user@costcodemo2.com,Completed,0,907
05-07-2021,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,"Machine Maker Construction Mega City Service Team, 39-piece Set",418876,04-19-2021,user@costcodemo2.com,Completed,17,489
05-07-2021,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,CAT Junior Crew Fix-It Phillip Construction Truck,418877,04-19-2021,user@costcodemo2.com,Completed,17,482
05-07-2021,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,Jetson Saturn 3 Wheel Light-up Folding Scooter,418798,04-19-2021,user@costcodemo2.com,Completed,17,483
05-06-2021,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,Jetson Saturn 3 Wheel Light-up Folding Scooter,418798,04-19-2021,user@costcodemo2.com,Completed,16,500
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,CAT Junior Crew Fix-It Phillip Construction Truck,6418877,04-04-2022,user@costcodemo2.com,Closed,190,1 643
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,(blank),(blank),05-13-2022,"Sales,General Management",Closed,151,2 998
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,(blank),(blank),05-10-2021,user@costcodemo2.com,Not Started,715,552
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,user@costcodemo2.com,CAT Junior Crew Fix-It Phillip Construction Truck,218877,01-12-2022,user@costcodemo2.com,Closed,272,1 154
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,"Company-User-Business@bigbuyerinc.com,Company-Admin-Business@bigbuyerinc.com,Antionette.Brundidge@bigbuyerinc.com",(blank),(blank),06-07-2021,"Customer Service,General Management",Closed,1,607
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,"Company-User-Business@bigbuyerinc.com,Company-Viewer-Business@bigbuyerinc.com",Missed product,9876-mock,10-22-2021,"Company-User-Business@bigbuyerinc.com,Company-Viewer-Business@bigbuyerinc.com",Not Started,549,742
08-25-2021,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,08-25-2021,Company-Admin-Business@bigbuyerinc.com,Completed,0,684
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,"Company-User-Business@bigbuyerinc.com,Company-Admin-Business@bigbuyerinc.com,Antionette.Brundidge@bigbuyerinc.com",Missed product,9876-mock,01-05-2023,General Management,Not Started,607,686
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),10-31-2022,Company-User-Individual@supersellerllc.com,In Progress,175,4 482
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),10-11-2022,Company-User-Individual@supersellerllc.com,In Progress,195,4 415
12-02-2022,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),12-02-2022,Company-User-Individual@supersellerllc.com,Completed,0,4 625
01-18-2023,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),12-02-2022,Company-User-Individual@supersellerllc.com,Completed,46,4 622
04-07-2022,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),04-07-2022,Company-User-Individual@supersellerllc.com,Completed,0,2 420
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),04-07-2022,Company-User-Individual@supersellerllc.com,Closed,209,2 418
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),04-07-2022,Company-User-Individual@supersellerllc.com,Not Started,382,2 416
12-06-2022,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,"Company-User-Business@bigbuyerinc.com,Company-Admin-Business@bigbuyerinc.com,Antionette.Brundidge@bigbuyerinc.com",(blank),(blank),08-31-2020,General Management,Completed,826,84
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Antionette.Brundidge@bigbuyerinc.com,(blank),(blank),02-24-2021,Antionette.Brundidge@bigbuyerinc.com,Closed,356,397
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),04-19-2021,Company-Admin-Business@bigbuyerinc.com,Not Started,735,481
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),04-19-2021,Company-Admin-Business@bigbuyerinc.com,In Progress,735,498
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),12-15-2021,Company-Admin-Business@bigbuyerinc.com,Closed,62,1 136
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,"Company-Admin-Business@bigbuyerinc.com,Crysta.Murry@bigbuyerinc.com",(blank),(blank),02-11-2022,"Company-Admin-Business@bigbuyerinc.com,Crysta.Murry@bigbuyerinc.com",Closed,3,1 169
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),02-11-2022,Company-Admin-Business@bigbuyerinc.com,Closed,264,1 172
08-11-2020,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,"Company-User-Business@bigbuyerinc.com,Company-Admin-Business@bigbuyerinc.com,Antionette.Brundidge@bigbuyerinc.com",(blank),(blank),08-11-2020,General Management,Completed,0,74
10-09-2020,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),10-09-2020,Company-Admin-Business@bigbuyerinc.com,Completed,0,151
10-18-2020,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),10-18-2020,Company-Admin-Business@bigbuyerinc.com,Completed,0,152
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Business@bigbuyerinc.com,Missed product,9876-mock,12-10-2020,Company-User-Business@bigbuyerinc.com,Not Started,865,183
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,12-10-2020,Company-Admin-Business@bigbuyerinc.com,In Progress,865,184
12-10-2020,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),12-10-2020,Company-Admin-Business@bigbuyerinc.com,Completed,0,212
12-14-2020,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,BiRite Prod 2,14-22345,12-14-2020,Company-Admin-Business@bigbuyerinc.com,Completed,0,229
12-14-2020,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,BiRite Prod 3,14-22355,12-14-2020,Company-Admin-Business@bigbuyerinc.com,Completed,0,230
01-27-2021,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,01-27-2021,Company-Admin-Business@bigbuyerinc.com,Completed,0,312
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,04-19-2021,Company-Admin-Business@bigbuyerinc.com,In Progress,735,497
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,04-19-2021,Company-Admin-Business@bigbuyerinc.com,In Progress,735,499
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),12-15-2022,Company-Admin-Business@bigbuyerinc.com,Not Started,130,4 785
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),11-14-2022,Company-Admin-Business@bigbuyerinc.com,Closed,72,4 573
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),11-29-2022,Company-Admin-Business@bigbuyerinc.com,In Progress,146,4 619
08-28-2022,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),08-28-2022,Company-Admin-Business@bigbuyerinc.com,Completed,0,3 561
08-18-2022,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),07-28-2022,Company-Admin-Business@bigbuyerinc.com,Completed,21,3 248
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),10-05-2022,Company-Admin-Business@bigbuyerinc.com,Closed,28,3 718
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),10-11-2022,Company-Admin-Business@bigbuyerinc.com,Closed,23,4 416
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),11-15-2022,Company-Admin-Business@bigbuyerinc.com,Not Started,160,4 577
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,"Company-User-Business@bigbuyerinc.com,Company-Admin-Business@bigbuyerinc.com,Antionette.Brundidge@bigbuyerinc.com",(blank),(blank),01-19-2023,General Management,In Progress,95,5 005
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),12-02-2022,Company-Admin-Business@bigbuyerinc.com,In Progress,143,4 623
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),04-07-2022,Company-Admin-Business@bigbuyerinc.com,Closed,209,2 419
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),04-07-2022,Company-Admin-Business@bigbuyerinc.com,In Progress,382,2 417
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),10-27-2022,Company-Admin-Business@bigbuyerinc.com,Closed,6,4 476
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),11-03-2022,Company-Admin-Business@bigbuyerinc.com,Closed,157,4 527
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Rosalia.Mahon@bigbuyerinc.com,(blank),(blank),01-24-2023,Rosalia.Mahon@bigbuyerinc.com,Not Started,90,5 021
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),05-10-2022,Company-Admin-Business@bigbuyerinc.com,In Progress,349,2 993
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,11-06-2022,Company-Admin-Business@bigbuyerinc.com,Closed,11,4 535
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,12k OLED Flatscreen TV - 50 Inch,A12-0092G,11-06-2022,Company-Admin-Business@bigbuyerinc.com,Not Started,169,4 536
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Yummy Bread,437829374,11-06-2022,Company-Admin-Business@bigbuyerinc.com,Not Started,169,4 537
12-12-2022,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,12k OLED Flatscreen TV - 19 Inch,A12-4432F7,12-09-2022,Company-Admin-Business@bigbuyerinc.com,Completed,3,4 628
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),10-03-2022,Company-Admin-Business@bigbuyerinc.com,Closed,30,3 695
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),04-04-2022,Company-Admin-Business@bigbuyerinc.com,Closed,212,1 641
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),02-15-2022,Company-Admin-Business@bigbuyerinc.com,Closed,0,1 181
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),02-15-2022,Company-Admin-Business@bigbuyerinc.com,Closed,260,1 184
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),06-17-2022,Company-Admin-Business@bigbuyerinc.com,Closed,138,3 004
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),06-17-2022,Company-Admin-Business@bigbuyerinc.com,In Progress,311,3 008
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),06-30-2022,Company-Admin-Business@bigbuyerinc.com,Closed,125,3 084
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),06-30-2022,Company-Admin-Business@bigbuyerinc.com,Closed,125,3 088
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),07-21-2022,Company-Admin-Business@bigbuyerinc.com,Closed,104,3 243
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),08-23-2022,Company-Admin-Business@bigbuyerinc.com,Not Started,244,3 546
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),09-06-2022,Company-Admin-Business@bigbuyerinc.com,Closed,58,3 645
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Rosalia.Mahon@bigbuyerinc.com,(blank),(blank),01-23-2023,Rosalia.Mahon@bigbuyerinc.com,Closed,0,5 018
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Rosalia.Mahon@bigbuyerinc.com,(blank),(blank),01-23-2023,Rosalia.Mahon@bigbuyerinc.com,Not Started,91,5 020
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),09-17-2021,Company-Admin-Business@bigbuyerinc.com,In Progress,584,727
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),08-28-2022,Company-Admin-Business@bigbuyerinc.com,In Progress,239,3 562
04-22-2022,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,04-22-2022,Company-Admin-Business@bigbuyerinc.com,Completed,0,2 428
06-07-2022,Mega Buyer,(blank),Alesia.Chamblee@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,04-23-2022,Company-Admin-Business@bigbuyerinc.com,Completed,45,2 636
04-24-2022,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,04-24-2022,Company-Admin-Business@bigbuyerinc.com,Completed,0,2 637
06-07-2022,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,04-26-2022,Company-Admin-Business@bigbuyerinc.com,Completed,42,2 639
06-07-2022,Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,04-24-2022,Company-Admin-Business@bigbuyerinc.com,Completed,44,2 638
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,"Tarah.Carrier@supersellerllc.com,test-invit20211029@supersellerllc.com,test-invit20211029@supersellerllc.com,Reena.Koll@supersellerllc.com,Carolee.Harsh@supersellerllc.com,Company-User-Individual@supersellerllc.com",(blank),(blank),10-27-2022,"General Management,Finance",Closed,6,4 475
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),10-03-2022,Company-User-Individual@supersellerllc.com,Not Started,203,3 693
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),11-03-2022,Company-User-Individual@supersellerllc.com,Not Started,172,4 526
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),11-03-2022,Company-User-Individual@supersellerllc.com,In Progress,172,4 529
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,"Tarah.Carrier@supersellerllc.com,test-invit20211029@supersellerllc.com,test-invit20211029@supersellerllc.com,Reena.Koll@supersellerllc.com,Carolee.Harsh@supersellerllc.com,Company-User-Individual@supersellerllc.com",(blank),(blank),01-24-2023,"General Management,Customer Service,Distribution,Finance,Human Resources,IT,Legal,Marketing,Operations,Production,Purchasing,Quality Assurance / Compliance,Research & Development,Sales",Closed,50,5 025
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),02-14-2023,Company-User-Individual@supersellerllc.com,Not Started,69,5 567
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),01-24-2023,Company-User-Individual@supersellerllc.com,In Progress,90,5 024
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),12-15-2022,Company-User-Individual@supersellerllc.com,In Progress,130,4 786
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,Eyelet Popover Mini Dress,429478,10-31-2022,Company-User-Individual@supersellerllc.com,In Progress,175,4 481
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,Eyelet Popover Mini Dress,429478,10-03-2022,Company-User-Individual@supersellerllc.com,Not Started,203,3 694
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,Eyelet Popover Mini Dress,429478,09-28-2022,Company-User-Individual@supersellerllc.com,Not Started,208,3 691
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,Eyelet Popover Mini Dress,429478,10-05-2022,Company-User-Individual@supersellerllc.com,Not Started,201,3 717
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,"Company-User-Business@bigbuyerinc.com,Company-Admin-Business@bigbuyerinc.com,Antionette.Brundidge@bigbuyerinc.com",(blank),(blank),12-15-2021,"General Management,Sales",Closed,0,1 138
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,(blank),(blank),12-15-2021,Company-Admin-Business@bigbuyerinc.com,Not Started,495,1 145
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,"Company-User-Business@bigbuyerinc.com,Company-Admin-Business@bigbuyerinc.com,Antionette.Brundidge@bigbuyerinc.com",(blank),(blank),12-15-2021,"General Management,Sales",Closed,61,1 146
07-12-2022,Mega Buyer,(blank),Alesia.Chamblee@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,07-12-2022,Company-Admin-Business@bigbuyerinc.com,Completed,0,3 093
07-12-2022,Mega Buyer,(blank),Alesia.Chamblee@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,test,test,07-12-2022,Company-Admin-Business@bigbuyerinc.com,Completed,0,3 094
07-10-2022,Mega Buyer,(blank),Alesia.Chamblee@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,07-10-2022,Company-Admin-Business@bigbuyerinc.com,Completed,0,3 090
07-10-2022,Mega Buyer,(blank),Alesia.Chamblee@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Yummy Bread,437829374,07-10-2022,Company-Admin-Business@bigbuyerinc.com,Completed,0,3 091
07-10-2022,Mega Buyer,(blank),Alesia.Chamblee@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,test,test,07-10-2022,Company-Admin-Business@bigbuyerinc.com,Completed,0,3 092
07-12-2022,Mega Buyer,(blank),Alesia.Chamblee@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,Missed product,9876-mock,07-12-2022,Company-Admin-Business@bigbuyerinc.com,Completed,0,3 095
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,12k OLED Flatscreen TV - 50 Inch,A12-0092G,07-13-2022,Company-Admin-Business@bigbuyerinc.com,Not Started,285,3 235
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,12k OLED Flatscreen TV - 19 Inch,A12-4432F7,07-13-2022,Company-Admin-Business@bigbuyerinc.com,Not Started,285,3 236
(blank),Mega Buyer,(blank),Company-Admin-Enterprise@mmbcorp.com,Company-Admin-Business@bigbuyerinc.com,12k OLED Flatscreen TV - 50 Inch,A12-0092G,07-13-2022,Company-Admin-Business@bigbuyerinc.com,Not Started,285,3 238
